product,unit_cost,total_cost,quantity,purchased_at,customer_id
butter_creme,21,30523,1407,2020-09-30 17:56:00,105
caramel,10,914,91,2020-09-30 18:12:00,445
caramel,10,14724,1465,2020-09-30 19:35:00,250
caramel,10,10513,1046,2020-09-30 19:43:00,28
caramel,10,1326,132,2020-09-30 20:36:00,44
dark_chocolate,34,28000,813,2020-09-30 21:51:00,64
toffee,18,17802,941,2020-09-30 23:18:00,258
butter_creme,21,672,31,2020-10-01 00:45:00,235
chocolate,34,25659,739,2020-10-01 01:04:00,407
dark_chocolate,34,49010,1423,2020-10-01 01:26:00,92
toffee,18,23383,1236,2020-10-01 02:38:00,12
toffee,18,3670,194,2020-10-01 03:40:00,6
dark_chocolate,34,36129,1049,2020-10-01 05:03:00,329
dark_chocolate,34,8507,247,2020-10-01 06:17:00,366
caramel,10,13457,1339,2020-10-01 07:23:00,184
toffee,18,24973,1320,2020-10-01 07:53:00,223
butter_creme,21,11562,533,2020-10-01 08:36:00,63
toffee,18,21018,1111,2020-10-01 09:08:00,82
caramel,10,10291,1024,2020-10-01 09:27:00,474
dark_chocolate,34,15395,447,2020-10-01 10:30:00,498
caramel,10,713,71,2020-10-01 10:31:00,109
toffee,18,15078,797,2020-10-01 11:11:00,169
toffee,18,15948,843,2020-10-01 12:38:00,315
dark_chocolate,34,35819,1040,2020-10-01 13:00:00,225
chocolate,34,49479,1425,2020-10-01 14:33:00,226
toffee,18,9856,521,2020-10-01 14:57:00,381
dark_chocolate,34,49561,1439,2020-10-01 15:04:00,358
caramel,10,5226,520,2020-10-01 16:42:00,453
caramel,10,13839,1377,2020-10-01 17:53:00,320
chocolate,34,22708,654,2020-10-01 19:02:00,67
chocolate,34,46076,1327,2020-10-01 20:15:00,418
toffee,18,16345,864,2020-10-01 21:36:00,405
toffee,18,18691,988,2020-10-01 22:47:00,219
butter_creme,21,13688,631,2020-10-01 22:50:00,290
chocolate,34,35486,1022,2020-10-01 23:22:00,420
toffee,18,12694,671,2020-10-02 00:48:00,211
chocolate,34,18715,539,2020-10-02 01:54:00,155
butter_creme,21,26227,1209,2020-10-02 02:14:00,371
butter_creme,21,5054,233,2020-10-02 03:03:00,289
chocolate,34,5937,171,2020-10-02 03:20:00,185
butter_creme,21,2017,93,2020-10-02 04:46:00,387
caramel,10,582,58,2020-10-02 05:28:00,217
dark_chocolate,34,3754,109,2020-10-02 05:52:00,87
chocolate,34,34305,988,2020-10-02 07:25:00,452
butter_creme,21,18287,843,2020-10-02 08:27:00,49
chocolate,34,40000,1152,2020-10-02 09:36:00,434
butter_creme,21,11562,533,2020-10-02 10:06:00,469
butter_creme,21,7332,338,2020-10-02 11:00:00,422
chocolate,34,44271,1275,2020-10-02 11:21:00,484
butter_creme,21,13211,609,2020-10-02 11:26:00,341
chocolate,34,17291,498,2020-10-02 13:04:00,164
chocolate,34,20521,591,2020-10-02 14:16:00,429
dark_chocolate,34,38057,1105,2020-10-02 15:37:00,482
butter_creme,21,10087,465,2020-10-02 16:37:00,426
toffee,18,1248,66,2020-10-02 18:02:00,130
chocolate,34,38993,1123,2020-10-02 18:55:00,294
dark_chocolate,34,24246,704,2020-10-02 20:18:00,178
chocolate,34,20000,576,2020-10-02 20:59:00,373
butter_creme,21,26683,1230,2020-10-02 21:14:00,320
toffee,18,7227,382,2020-10-02 22:22:00,485
chocolate,34,42118,1213,2020-10-02 22:50:00,106
chocolate,34,46493,1339,2020-10-02 22:56:00,434
caramel,10,10060,1001,2020-10-02 23:57:00,104
chocolate,34,20451,589,2020-10-03 00:54:00,342
caramel,10,11377,1132,2020-10-03 02:03:00,417
caramel,10,9889,984,2020-10-03 02:59:00,456
caramel,10,4623,460,2020-10-03 03:24:00,414
caramel,10,6342,631,2020-10-03 03:36:00,114
chocolate,34,2534,73,2020-10-03 04:31:00,462
caramel,10,10563,1051,2020-10-03 04:43:00,127
toffee,18,19089,1009,2020-10-03 05:50:00,338
toffee,18,7245,383,2020-10-03 05:57:00,414
butter_creme,21,16877,778,2020-10-03 06:36:00,246
dark_chocolate,34,46530,1351,2020-10-03 07:25:00,8
chocolate,34,3750,108,2020-10-03 08:24:00,324
chocolate,34,12673,365,2020-10-03 08:55:00,299
toffee,18,15816,836,2020-10-03 08:56:00,241
toffee,18,16932,895,2020-10-03 10:09:00,458
dark_chocolate,34,13569,394,2020-10-03 10:14:00,246
chocolate,34,44375,1278,2020-10-03 11:27:00,171
chocolate,34,14479,417,2020-10-03 12:21:00,279
toffee,18,19808,1047,2020-10-03 13:40:00,173
butter_creme,21,7896,364,2020-10-03 15:16:00,103
butter_creme,21,18049,832,2020-10-03 15:36:00,87
caramel,10,13186,1312,2020-10-03 16:09:00,320
butter_creme,21,11844,546,2020-10-03 17:22:00,361
butter_creme,21,759,35,2020-10-03 17:52:00,161
toffee,18,27129,1434,2020-10-03 19:22:00,67
butter_creme,21,3622,167,2020-10-03 20:56:00,103
toffee,18,17651,933,2020-10-03 21:55:00,477
dark_chocolate,34,44188,1283,2020-10-03 23:25:00,372
toffee,18,25427,1344,2020-10-04 00:17:00,348
caramel,10,8904,886,2020-10-04 01:38:00,421
toffee,18,1778,94,2020-10-04 02:05:00,247
butter_creme,21,13884,640,2020-10-04 03:02:00,363
dark_chocolate,34,49974,1451,2020-10-04 03:02:00,124
toffee,18,19486,1030,2020-10-04 04:02:00,381
toffee,18,21794,1152,2020-10-04 04:59:00,286
caramel,10,6321,629,2020-10-04 05:35:00,404
dark_chocolate,34,22800,662,2020-10-04 06:56:00,70
caramel,10,7779,774,2020-10-04 07:23:00,144
caramel,10,12633,1257,2020-10-04 08:30:00,269
dark_chocolate,34,22455,652,2020-10-04 08:33:00,465
chocolate,34,50382,1451,2020-10-04 09:33:00,342
chocolate,34,51701,1489,2020-10-04 09:53:00,19
caramel,10,9286,924,2020-10-04 10:56:00,391
toffee,18,13489,713,2020-10-04 12:04:00,339
toffee,18,17745,938,2020-10-04 12:28:00,52
butter_creme,21,10586,488,2020-10-04 14:04:00,276
caramel,10,8915,887,2020-10-04 14:25:00,375
butter_creme,21,28028,1292,2020-10-04 15:09:00,446
chocolate,34,17048,491,2020-10-04 16:10:00,276
chocolate,34,49306,1420,2020-10-04 17:13:00,484
toffee,18,4975,263,2020-10-04 17:20:00,230
butter_creme,21,5119,236,2020-10-04 18:15:00,410
butter_creme,21,26813,1236,2020-10-04 18:24:00,24
butter_creme,21,19264,888,2020-10-04 18:57:00,323
caramel,10,7688,765,2020-10-04 19:15:00,164
caramel,10,4482,446,2020-10-04 19:55:00,499
caramel,10,12814,1275,2020-10-04 21:10:00,258
butter_creme,21,19199,885,2020-10-04 22:41:00,428
butter_creme,21,20565,948,2020-10-04 23:49:00,228
dark_chocolate,34,21043,611,2020-10-05 00:45:00,34
caramel,10,8502,846,2020-10-05 01:22:00,285
dark_chocolate,34,17840,518,2020-10-05 02:57:00,123
dark_chocolate,34,4752,138,2020-10-05 03:09:00,313
butter_creme,21,31325,1444,2020-10-05 03:49:00,125
chocolate,34,11076,319,2020-10-05 04:00:00,275
butter_creme,21,15272,704,2020-10-05 05:26:00,61
butter_creme,21,31087,1433,2020-10-05 05:31:00,436
toffee,18,13697,724,2020-10-05 06:08:00,83
chocolate,34,23576,679,2020-10-05 06:48:00,86
butter_creme,21,15294,705,2020-10-05 07:34:00,344
chocolate,34,2986,86,2020-10-05 08:41:00,12
toffee,18,2686,142,2020-10-05 09:17:00,217
chocolate,34,4548,131,2020-10-05 10:44:00,409
butter_creme,21,15879,732,2020-10-05 10:47:00,22
caramel,10,8904,886,2020-10-05 10:58:00,498
butter_creme,21,9849,454,2020-10-05 11:43:00,70
caramel,10,11106,1105,2020-10-05 11:51:00,459
chocolate,34,40035,1153,2020-10-05 12:49:00,131
toffee,18,13886,734,2020-10-05 14:05:00,237
dark_chocolate,34,17668,513,2020-10-05 14:38:00,343
caramel,10,3557,354,2020-10-05 16:08:00,478
toffee,18,7851,415,2020-10-05 16:39:00,78
butter_creme,21,27616,1273,2020-10-05 18:18:00,176
toffee,18,9327,493,2020-10-05 18:53:00,466
caramel,10,15045,1497,2020-10-05 19:27:00,2
chocolate,34,20625,594,2020-10-05 20:01:00,399
butter_creme,21,31694,1461,2020-10-05 20:52:00,109
chocolate,34,20764,598,2020-10-05 22:10:00,382
butter_creme,21,13406,618,2020-10-05 22:50:00,370
chocolate,34,43194,1244,2020-10-05 23:09:00,348
toffee,18,20791,1099,2020-10-05 23:23:00,199
caramel,10,14151,1408,2020-10-06 00:20:00,211
dark_chocolate,34,34234,994,2020-10-06 01:14:00,342
dark_chocolate,34,34028,988,2020-10-06 02:21:00,338
dark_chocolate,34,3065,89,2020-10-06 03:23:00,205
butter_creme,21,22670,1045,2020-10-06 05:00:00,77
chocolate,34,46215,1331,2020-10-06 05:25:00,257
toffee,18,11975,633,2020-10-06 05:27:00,262
butter_creme,21,20131,928,2020-10-06 06:31:00,220
caramel,10,5115,509,2020-10-06 06:43:00,78
dark_chocolate,34,36094,1048,2020-10-06 07:12:00,254
caramel,10,4934,491,2020-10-06 07:12:00,23
dark_chocolate,34,33132,962,2020-10-06 08:07:00,409
dark_chocolate,34,10883,316,2020-10-06 08:53:00,232
toffee,18,20716,1095,2020-10-06 09:28:00,238
chocolate,34,47569,1370,2020-10-06 11:03:00,404
chocolate,34,12500,360,2020-10-06 11:59:00,190
butter_creme,21,28809,1328,2020-10-06 12:12:00,93
toffee,18,14264,754,2020-10-06 13:41:00,121
dark_chocolate,34,21250,617,2020-10-06 13:55:00,337
chocolate,34,30139,868,2020-10-06 15:21:00,29
dark_chocolate,34,11124,323,2020-10-06 16:12:00,121
caramel,10,5437,541,2020-10-06 16:27:00,330
toffee,18,1683,89,2020-10-06 17:43:00,56
dark_chocolate,34,40847,1186,2020-10-06 18:11:00,56
toffee,18,14813,783,2020-10-06 18:43:00,488
butter_creme,21,18873,870,2020-10-06 18:53:00,414
caramel,10,14543,1447,2020-10-06 19:07:00,43
dark_chocolate,34,17220,500,2020-10-06 20:17:00,268
caramel,10,9377,933,2020-10-06 21:44:00,65
toffee,18,4767,252,2020-10-06 22:43:00,28
dark_chocolate,34,14086,409,2020-10-07 00:15:00,406
toffee,18,3329,176,2020-10-07 01:04:00,278
dark_chocolate,34,2548,74,2020-10-07 01:38:00,119
dark_chocolate,34,6337,184,2020-10-07 03:11:00,51
toffee,18,12751,674,2020-10-07 04:27:00,459
caramel,10,14352,1428,2020-10-07 06:04:00,468
butter_creme,21,4967,229,2020-10-07 06:31:00,120
dark_chocolate,34,21422,622,2020-10-07 07:07:00,51
butter_creme,21,8482,391,2020-10-07 07:19:00,470
caramel,10,4894,487,2020-10-07 08:54:00,216
caramel,10,13226,1316,2020-10-07 09:15:00,146
butter_creme,21,759,35,2020-10-07 10:52:00,369
chocolate,34,2673,77,2020-10-07 12:11:00,175
chocolate,34,46528,1340,2020-10-07 13:06:00,266
butter_creme,21,21021,969,2020-10-07 13:27:00,237
toffee,18,4597,243,2020-10-07 14:58:00,478
butter_creme,21,4425,204,2020-10-07 15:06:00,265
caramel,10,8191,815,2020-10-07 16:10:00,443
butter_creme,21,19177,884,2020-10-07 17:18:00,332
chocolate,34,12604,363,2020-10-07 17:57:00,367
chocolate,34,694,20,2020-10-07 18:50:00,23
toffee,18,28113,1486,2020-10-07 18:59:00,66
dark_chocolate,34,688,20,2020-10-07 20:10:00,63
caramel,10,12493,1243,2020-10-07 21:14:00,337
dark_chocolate,34,14775,429,2020-10-07 21:16:00,87
chocolate,34,9548,275,2020-10-07 21:48:00,77
caramel,10,5527,550,2020-10-07 22:52:00,103
dark_chocolate,34,49251,1430,2020-10-08 00:16:00,201
butter_creme,21,29178,1345,2020-10-08 01:01:00,448
caramel,10,12864,1280,2020-10-08 02:30:00,58
butter_creme,21,11736,541,2020-10-08 03:02:00,125
dark_chocolate,34,22077,641,2020-10-08 04:26:00,7
toffee,18,10197,539,2020-10-08 05:27:00,378
butter_creme,21,13168,607,2020-10-08 07:00:00,121
chocolate,34,4618,133,2020-10-08 07:48:00,469
caramel,10,2593,258,2020-10-08 08:07:00,295
butter_creme,21,30089,1387,2020-10-08 09:01:00,101
chocolate,34,277,8,2020-10-08 09:29:00,393
chocolate,34,11770,339,2020-10-08 09:54:00,48
chocolate,34,48889,1408,2020-10-08 11:14:00,193
butter_creme,21,16964,782,2020-10-08 11:30:00,384
caramel,10,9276,923,2020-10-08 12:28:00,465
butter_creme,21,8287,382,2020-10-08 12:53:00,354
toffee,18,4181,221,2020-10-08 13:11:00,105
chocolate,34,9062,261,2020-10-08 14:27:00,489
caramel,10,10352,1030,2020-10-08 15:36:00,498
dark_chocolate,34,13914,404,2020-10-08 17:06:00,369
chocolate,34,1319,38,2020-10-08 17:35:00,389
caramel,10,9206,916,2020-10-08 17:43:00,128
chocolate,34,26389,760,2020-10-08 18:27:00,155
dark_chocolate,34,28035,814,2020-10-08 18:41:00,260
dark_chocolate,34,36611,1063,2020-10-08 19:21:00,140
toffee,18,15324,810,2020-10-08 20:00:00,332
caramel,10,14422,1435,2020-10-08 21:37:00,13
caramel,10,4552,453,2020-10-08 22:32:00,123
dark_chocolate,34,26623,773,2020-10-09 00:11:00,253
toffee,18,23705,1253,2020-10-09 01:48:00,88
toffee,18,16667,881,2020-10-09 02:22:00,497
chocolate,34,21215,611,2020-10-09 02:51:00,341
dark_chocolate,34,18701,543,2020-10-09 03:44:00,97
caramel,10,1306,130,2020-10-09 05:05:00,44
chocolate,34,4409,127,2020-10-09 06:26:00,447
chocolate,34,39167,1128,2020-10-09 07:15:00,337
toffee,18,23989,1268,2020-10-09 07:57:00,141
caramel,10,5718,569,2020-10-09 08:47:00,134
toffee,18,14737,779,2020-10-09 10:26:00,472
chocolate,34,11076,319,2020-10-09 10:56:00,154
toffee,18,4824,255,2020-10-09 10:58:00,27
dark_chocolate,34,31789,923,2020-10-09 11:56:00,344
caramel,10,3517,350,2020-10-09 12:59:00,256
butter_creme,21,13038,601,2020-10-09 13:12:00,168
dark_chocolate,34,6647,193,2020-10-09 13:18:00,428
butter_creme,21,20565,948,2020-10-09 14:51:00,87
toffee,18,17783,940,2020-10-09 15:45:00,222
butter_creme,21,4490,207,2020-10-09 16:20:00,265
caramel,10,6573,654,2020-10-09 16:23:00,64
toffee,18,25086,1326,2020-10-09 17:46:00,378
toffee,18,22154,1171,2020-10-09 18:28:00,166
butter_creme,21,4403,203,2020-10-09 18:33:00,418
dark_chocolate,34,4994,145,2020-10-09 18:33:00,145
chocolate,34,39653,1142,2020-10-09 19:56:00,21
caramel,10,8543,850,2020-10-09 20:20:00,249
chocolate,34,29757,857,2020-10-09 20:52:00,341
caramel,10,4181,416,2020-10-09 22:12:00,338
dark_chocolate,34,41192,1196,2020-10-09 23:21:00,353
toffee,18,25237,1334,2020-10-10 00:59:00,6
toffee,18,26713,1412,2020-10-10 01:30:00,55
toffee,18,4786,253,2020-10-10 02:43:00,275
caramel,10,10754,1070,2020-10-10 03:17:00,101
butter_creme,21,954,44,2020-10-10 03:36:00,107
toffee,18,28340,1498,2020-10-10 04:39:00,82
butter_creme,21,25013,1153,2020-10-10 05:41:00,242
toffee,18,25767,1362,2020-10-10 06:05:00,409
butter_creme,21,9284,428,2020-10-10 07:35:00,239
butter_creme,21,15185,700,2020-10-10 08:09:00,102
dark_chocolate,34,34407,999,2020-10-10 09:26:00,127
caramel,10,11065,1101,2020-10-10 10:16:00,156
chocolate,34,24618,709,2020-10-10 11:48:00,32
toffee,18,25483,1347,2020-10-10 12:37:00,393
dark_chocolate,34,50353,1462,2020-10-10 13:54:00,357
toffee,18,2081,110,2020-10-10 14:59:00,168
toffee,18,18445,975,2020-10-10 16:08:00,14
caramel,10,8985,894,2020-10-10 16:27:00,341
dark_chocolate,34,23764,690,2020-10-10 17:57:00,276
caramel,10,8613,857,2020-10-10 19:21:00,155
chocolate,34,46215,1331,2020-10-10 19:34:00,294
butter_creme,21,26661,1229,2020-10-10 21:11:00,172
chocolate,34,3993,115,2020-10-10 22:31:00,427
chocolate,34,11701,337,2020-10-10 23:10:00,265
butter_creme,21,1843,85,2020-10-10 23:48:00,475
caramel,10,12513,1245,2020-10-11 01:12:00,140
butter_creme,21,20587,949,2020-10-11 02:33:00,180
toffee,18,13848,732,2020-10-11 02:42:00,242
toffee,18,2270,120,2020-10-11 03:40:00,177
toffee,18,2516,133,2020-10-11 04:30:00,247
toffee,18,18786,993,2020-10-11 06:06:00,132
dark_chocolate,34,37059,1076,2020-10-11 07:16:00,100
dark_chocolate,34,32547,945,2020-10-11 08:02:00,26
toffee,18,6016,318,2020-10-11 09:31:00,493
caramel,10,10281,1023,2020-10-11 09:50:00,333
chocolate,34,18021,519,2020-10-11 11:29:00,17
toffee,18,756,40,2020-10-11 11:56:00,454
butter_creme,21,14730,679,2020-10-11 13:22:00,308
butter_creme,21,21824,1006,2020-10-11 14:13:00,241
butter_creme,21,28831,1329,2020-10-11 14:22:00,145
toffee,18,25086,1326,2020-10-11 14:51:00,378
dark_chocolate,34,50697,1472,2020-10-11 15:10:00,316
toffee,18,15154,801,2020-10-11 16:13:00,153
caramel,10,894,89,2020-10-11 17:07:00,273
dark_chocolate,34,8507,247,2020-10-11 17:07:00,100
caramel,10,7367,733,2020-10-11 17:24:00,422
caramel,10,3165,315,2020-10-11 18:34:00,90
chocolate,34,47639,1372,2020-10-11 19:20:00,370
caramel,10,6744,671,2020-10-11 20:40:00,82
butter_creme,21,23733,1094,2020-10-11 21:16:00,447
chocolate,34,4791,138,2020-10-11 21:57:00,46
toffee,18,25067,1325,2020-10-11 22:34:00,243
chocolate,34,49757,1433,2020-10-11 23:52:00,433
caramel,10,8482,844,2020-10-11 23:59:00,308
dark_chocolate,34,50973,1480,2020-10-12 01:09:00,3
chocolate,34,39792,1146,2020-10-12 01:51:00,345
butter_creme,21,9154,422,2020-10-12 02:08:00,253
caramel,10,9729,968,2020-10-12 03:25:00,393
butter_creme,21,20652,952,2020-10-12 04:06:00,361
chocolate,34,13264,382,2020-10-12 04:20:00,241
chocolate,34,33958,978,2020-10-12 05:02:00,54
chocolate,34,14270,411,2020-10-12 05:56:00,218
toffee,18,17462,923,2020-10-12 06:59:00,426
caramel,10,7819,778,2020-10-12 08:08:00,223
butter_creme,21,18786,866,2020-10-12 08:17:00,205
butter_creme,21,21997,1014,2020-10-12 09:26:00,241
dark_chocolate,34,6716,195,2020-10-12 09:38:00,334
chocolate,34,41597,1198,2020-10-12 10:54:00,462
toffee,18,24556,1298,2020-10-12 12:10:00,283
toffee,18,10367,548,2020-10-12 12:35:00,222
chocolate,34,17534,505,2020-10-12 13:18:00,205
chocolate,34,32326,931,2020-10-12 13:23:00,446
caramel,10,2412,240,2020-10-12 13:40:00,333
caramel,10,11015,1096,2020-10-12 14:40:00,260
chocolate,34,21389,616,2020-10-12 15:05:00,85
butter_creme,21,32150,1482,2020-10-12 15:45:00,214
dark_chocolate,34,30687,891,2020-10-12 17:04:00,26
dark_chocolate,34,38436,1116,2020-10-12 17:08:00,74
chocolate,34,45347,1306,2020-10-12 17:29:00,450
chocolate,34,13958,402,2020-10-12 18:26:00,24
caramel,10,8633,859,2020-10-12 18:36:00,369
chocolate,34,69,2,2020-10-12 18:51:00,23
caramel,10,6824,679,2020-10-12 20:29:00,54
caramel,10,6864,683,2020-10-12 20:34:00,35
butter_creme,21,32258,1487,2020-10-12 21:59:00,301
butter_creme,21,19003,876,2020-10-12 23:31:00,382
chocolate,34,29687,855,2020-10-13 00:53:00,317
chocolate,34,9166,264,2020-10-13 01:16:00,421
toffee,18,27527,1455,2020-10-13 01:46:00,193
dark_chocolate,34,30515,886,2020-10-13 02:46:00,470
dark_chocolate,34,46048,1337,2020-10-13 03:15:00,437
chocolate,34,38715,1115,2020-10-13 03:53:00,131
toffee,18,15229,805,2020-10-13 05:05:00,132
chocolate,34,11597,334,2020-10-13 05:47:00,345
chocolate,34,3159,91,2020-10-13 05:50:00,295
caramel,10,13598,1353,2020-10-13 06:34:00,209
dark_chocolate,34,14534,422,2020-10-13 07:28:00,495
dark_chocolate,34,46323,1345,2020-10-13 08:46:00,410
butter_creme,21,19763,911,2020-10-13 09:49:00,50
butter_creme,21,24492,1129,2020-10-13 11:16:00,132
dark_chocolate,34,21043,611,2020-10-13 12:23:00,164
chocolate,34,10520,303,2020-10-13 13:58:00,292
toffee,18,491,26,2020-10-13 15:24:00,270
toffee,18,6924,366,2020-10-13 15:30:00,204
chocolate,34,26528,764,2020-10-13 15:35:00,382
butter_creme,21,715,33,2020-10-13 16:31:00,364
dark_chocolate,34,47977,1393,2020-10-13 17:54:00,225
caramel,10,10111,1006,2020-10-13 18:19:00,19
caramel,10,4563,454,2020-10-13 18:32:00,199
caramel,10,1778,177,2020-10-13 19:13:00,472
chocolate,34,6979,201,2020-10-13 19:47:00,216
dark_chocolate,34,25555,742,2020-10-13 19:50:00,130
butter_creme,21,19047,878,2020-10-13 21:29:00,375
caramel,10,3869,385,2020-10-13 21:40:00,127
chocolate,34,38333,1104,2020-10-13 23:10:00,44
caramel,10,924,92,2020-10-13 23:20:00,324
butter_creme,21,22106,1019,2020-10-13 23:26:00,481
chocolate,34,46736,1346,2020-10-14 00:07:00,153
butter_creme,21,31933,1472,2020-10-14 00:47:00,111
toffee,18,21473,1135,2020-10-14 01:13:00,25
caramel,10,5196,517,2020-10-14 01:48:00,123
toffee,18,11881,628,2020-10-14 03:23:00,354
chocolate,34,25451,733,2020-10-14 03:23:00,56
chocolate,34,23159,667,2020-10-14 04:53:00,406
dark_chocolate,34,49905,1449,2020-10-14 04:54:00,300
butter_creme,21,11736,541,2020-10-14 05:08:00,154
toffee,18,13375,707,2020-10-14 05:18:00,259
toffee,18,8078,427,2020-10-14 06:37:00,280
dark_chocolate,34,11710,340,2020-10-14 07:24:00,122
toffee,18,24935,1318,2020-10-14 07:55:00,349
toffee,18,9724,514,2020-10-14 07:57:00,285
caramel,10,864,86,2020-10-14 08:14:00,110
butter_creme,21,1974,91,2020-10-14 09:28:00,466
chocolate,34,937,27,2020-10-14 10:24:00,346
caramel,10,9075,903,2020-10-14 11:02:00,333
caramel,10,10804,1075,2020-10-14 11:35:00,270
butter_creme,21,24774,1142,2020-10-14 12:58:00,314
dark_chocolate,34,22352,649,2020-10-14 13:44:00,236
chocolate,34,50104,1443,2020-10-14 14:57:00,88
dark_chocolate,34,26106,758,2020-10-14 15:13:00,416
dark_chocolate,34,39917,1159,2020-10-14 16:07:00,267
toffee,18,19845,1049,2020-10-14 16:32:00,303
dark_chocolate,34,42018,1220,2020-10-14 17:27:00,486
caramel,10,11075,1102,2020-10-14 18:12:00,277
chocolate,34,11701,337,2020-10-14 18:14:00,287
chocolate,34,33750,972,2020-10-14 18:14:00,271
caramel,10,1588,158,2020-10-14 19:14:00,383
caramel,10,12201,1214,2020-10-14 19:17:00,97
chocolate,34,49618,1429,2020-10-14 20:02:00,382
chocolate,34,24514,706,2020-10-14 21:24:00,64
toffee,18,20205,1068,2020-10-14 22:14:00,181
butter_creme,21,4534,209,2020-10-14 23:17:00,124
chocolate,34,8507,245,2020-10-15 00:28:00,195
dark_chocolate,34,11365,330,2020-10-15 01:15:00,175
butter_creme,21,27703,1277,2020-10-15 01:21:00,345
chocolate,34,18854,543,2020-10-15 02:15:00,485
butter_creme,21,17854,823,2020-10-15 02:35:00,437
toffee,18,3802,201,2020-10-15 02:51:00,454
caramel,10,6372,634,2020-10-15 04:25:00,103
caramel,10,5316,529,2020-10-15 05:05:00,185
dark_chocolate,34,44222,1284,2020-10-15 05:41:00,157
dark_chocolate,34,12020,349,2020-10-15 06:31:00,410
toffee,18,20262,1071,2020-10-15 07:31:00,280
chocolate,34,37917,1092,2020-10-15 08:14:00,2
butter_creme,21,17897,825,2020-10-15 09:19:00,94
chocolate,34,13437,387,2020-10-15 09:33:00,450
toffee,18,11710,619,2020-10-15 09:40:00,96
toffee,18,15854,838,2020-10-15 10:27:00,115
butter_creme,21,16682,769,2020-10-15 10:31:00,405
dark_chocolate,34,9988,290,2020-10-15 10:48:00,299
dark_chocolate,34,12192,354,2020-10-15 12:02:00,179
chocolate,34,25208,726,2020-10-15 12:05:00,184
chocolate,34,38715,1115,2020-10-15 12:23:00,404
dark_chocolate,34,23110,671,2020-10-15 13:46:00,490
butter_creme,21,30718,1416,2020-10-15 13:51:00,424
dark_chocolate,34,50525,1467,2020-10-15 14:39:00,486
chocolate,34,44306,1276,2020-10-15 16:01:00,219
chocolate,34,28958,834,2020-10-15 17:07:00,309
butter_creme,21,32410,1494,2020-10-15 18:45:00,347
caramel,10,13387,1332,2020-10-15 19:55:00,109
chocolate,34,28021,807,2020-10-15 21:34:00,234
chocolate,34,36562,1053,2020-10-15 22:47:00,79
toffee,18,23270,1230,2020-10-15 23:22:00,358
caramel,10,13206,1314,2020-10-16 00:27:00,48
toffee,18,15721,831,2020-10-16 01:41:00,444
chocolate,34,38611,1112,2020-10-16 02:42:00,490
butter_creme,21,11150,514,2020-10-16 04:18:00,458
toffee,18,56,3,2020-10-16 04:31:00,6
toffee,18,11654,616,2020-10-16 04:46:00,329
chocolate,34,11180,322,2020-10-16 05:45:00,375
dark_chocolate,34,33683,978,2020-10-16 05:50:00,411
butter_creme,21,16053,740,2020-10-16 07:29:00,150
chocolate,34,42118,1213,2020-10-16 08:07:00,383
dark_chocolate,34,41984,1219,2020-10-16 08:48:00,123
butter_creme,21,10998,507,2020-10-16 09:27:00,375
butter_creme,21,17615,812,2020-10-16 10:43:00,16
butter_creme,21,6529,301,2020-10-16 12:20:00,92
toffee,18,25427,1344,2020-10-16 13:01:00,219
caramel,10,4492,447,2020-10-16 14:18:00,275
butter_creme,21,16964,782,2020-10-16 15:39:00,25
caramel,10,5628,560,2020-10-16 15:42:00,344
dark_chocolate,34,40021,1162,2020-10-16 17:12:00,464
chocolate,34,47812,1377,2020-10-16 17:59:00,339
toffee,18,18067,955,2020-10-16 18:50:00,34
butter_creme,21,29894,1378,2020-10-16 20:29:00,24
butter_creme,21,26553,1224,2020-10-16 21:39:00,78
toffee,18,5032,266,2020-10-16 22:07:00,484
chocolate,34,47361,1364,2020-10-16 22:41:00,150
caramel,10,13216,1315,2020-10-16 23:22:00,459
caramel,10,10342,1029,2020-10-17 00:38:00,483
caramel,10,12402,1234,2020-10-17 01:00:00,297
dark_chocolate,34,36680,1065,2020-10-17 01:14:00,289
dark_chocolate,34,16153,469,2020-10-17 02:22:00,388
butter_creme,21,16140,744,2020-10-17 02:38:00,141
dark_chocolate,34,5028,146,2020-10-17 03:55:00,485
toffee,18,5845,309,2020-10-17 04:50:00,160
toffee,18,9648,510,2020-10-17 05:49:00,185
dark_chocolate,34,38402,1115,2020-10-17 06:02:00,486
dark_chocolate,34,12433,361,2020-10-17 06:49:00,89
butter_creme,21,4816,222,2020-10-17 07:14:00,492
chocolate,34,13090,377,2020-10-17 07:26:00,303
caramel,10,9729,968,2020-10-17 07:54:00,375
chocolate,34,22326,643,2020-10-17 08:58:00,156
toffee,18,14094,745,2020-10-17 09:44:00,286
chocolate,34,40833,1176,2020-10-17 09:45:00,458
caramel,10,11367,1131,2020-10-17 09:49:00,153
caramel,10,11186,1113,2020-10-17 10:49:00,215
caramel,10,964,96,2020-10-17 12:10:00,352
chocolate,34,25069,722,2020-10-17 12:13:00,231
caramel,10,13598,1353,2020-10-17 12:28:00,330
chocolate,34,29062,837,2020-10-17 13:47:00,30
toffee,18,8381,443,2020-10-17 15:10:00,266
caramel,10,11950,1189,2020-10-17 16:39:00,23
butter_creme,21,20066,925,2020-10-17 18:01:00,466
butter_creme,21,7506,346,2020-10-17 19:21:00,103
toffee,18,15929,842,2020-10-17 19:34:00,326
